E,Zc,d0,Wt,Wr,E0J,betaJ,tcJ,F0J,E0Tn,betaTn,tcTn,F0Tn
0.6200773653480733,0.9997541719997698,0.9999947675933737,0.30535025571296653,0.8344924436079887,0.020939514148798907,0.0005600044219985412,0.6395852140683824,0.9999702738732802,0.016627459412236617,3.100909853511195e-09,0.6146290951390131,0.9999987375859178
0.7122339600220949,0.9997620492337255,0.9999952880572891,0.297043972684519,0.8388598102554844,0.021608181387086436,0.0005430096036563547,0.6439899570273285,0.9999714614438235,0.017158226231898707,1.3874717835364492e-09,0.616800314068072,0.9999958812120169
0.5515291956989805,0.9997625154186102,0.999995322627732,0.3071291170275467,0.8422193325654501,0.020645181724722916,1.9851696109541993e-06,0.6481223374653087,0.9999727513414378,0.016311290557612376,1.222955714136661e-09,0.6189103140622731,1.0
0.651753354722119,0.9997686706429206,0.999993245912219,0.298339480261495,0.8361686825701174,0.021555339459499574,0.0008448470333411713,0.6447726305146929,0.9999668226462037,0.01710076140578772,7.238771432078271e-09,0.6172250427068144,0.9999944774918483
0.8742430319600248,0.9997773192319118,1.0,0.2735688320035055,0.8380095914408263,0.0205488553009793,0.0041958970617097455,0.6395204782422005,0.9999829304318333,0.01656831763980236,5.437624247511303e-09,0.6145285382083927,0.999999034238882
0.5977288888144969,0.9997757971409774,0.999993412642152,0.30279038722015633,0.8390438224366659,0.020146696820116484,0.0017879497796993479,0.640640281700041,0.9999723190388214,0.0161138096037439,9.395922031126465e-10,0.615204263905965,0.9999969349180057
0.6110450870102497,0.9997796267061296,0.9999915749369561,0.30909281482336165,0.8344997523225519,0.020582466601499774,0.002327330356004181,0.6426229216516254,0.9999704070628035,0.016478995650478973,9.215745987301805e-09,0.6161963497315566,0.999994611948594
0.6675030483394948,0.9997844597438238,0.999990682720616,0.3097441308693081,0.8357548485962191,0.021293116087493978,0.00028772245697788286,0.6410102835903916,0.999964120618403,0.016821200770567826,3.004500246260833e-09,0.6153001322422537,0.999992813137744
0.7099236958495269,0.9997896380171625,0.9999918130495745,0.30141803450062726,0.8345452984460322,0.021430174930551306,0.002849678286216557,0.6411343515205244,0.9999704580112413,0.01720150055028801,5.450752393117043e-10,0.6154304764405161,0.9999929050394983
0.6777255206701118,0.9997930428608431,0.9999901828598561,0.3037298818415451,0.8369188197779359,0.021170851849393543,0.0034489933953089805,0.6409953298511709,0.9999704375290693,0.017056847243803464,1.7444735533542724e-09,0.6153885353156441,0.9999921023086928
0.6549165095497961,0.9997965334916297,0.9999936167947366,0.3036663662358706,0.8354231309731015,0.021453036920496316,0.0003095055732378305,0.6415392139527409,0.999970786936089,0.017025119471665594,2.790523028752883e-09,0.6155947650577639,0.9999971509227565
0.7076002935280086,0.9998016535425193,0.9999924984937816,0.3028769483021258,0.8395490136452631,0.021932099029483936,0.0009368822972531359,0.643117707826029,0.9999658079779983,0.01740847622863928,7.050085931896543e-09,0.6163744694952135,0.9999935530966106
0.6545749359245703,0.9998043638761173,0.9999932811814872,0.3012357469537628,0.8348123375436565,0.021193557380440695,0.001396698825087526,0.6408311135476387,0.9999698492017499,0.0169102128307589,7.96789328540594e-10,0.6152701173653675,0.9999942008078503
0.6437148200803452,0.9998076145843968,0.9999892551286974,0.3118189723074637,0.8350816439750807,0.020827589186324637,0.00015095096423069457,0.6377525419038582,0.9999661681213495,0.016527830857873908,1.4569508113607139e-09,0.6137004939061829,0.9999935482254958
0.5281407885999485,0.9998089805977431,0.9999921145283204,0.31281103389385395,0.8373755475350089,0.019692862815575207,0.0012874408791528802,0.6402544926266357,0.9999731397071184,0.015690106763158945,3.6629556624360957e-09,0.6148855376373913,0.9999917559907827
0.5790610108624246,0.9998149329515278,0.9999924559575408,0.3110408813242374,0.8372468335825097,0.020331605216181464,0.0035041806093543417,0.6423304359686901,0.9999731392053762,0.016374403372416337,4.550513891438382e-09,0.6160799745094793,0.9999964731098446
0.650251866274183,0.9998206931731458,0.9999880680914736,0.29686258125962,0.8360596233470029,0.020327007931223197,0.0010786033939762024,0.6397807269235849,0.9999667470912622,0.0161908247611218,3.2477089069636425e-09,0.6147274724729676,0.9999919491851813
0.6612008398127535,0.999824270338092,0.9999885157265456,0.29970053252118145,0.8336819309729,0.020913498550182773,0.0015461843242053073,0.6433798258904089,0.9999654443154796,0.016625854584746465,6.267434550969096e-10,0.6165100967950536,0.999993112369228
0.6374790350585093,0.999828425163184,0.9999892131524799,0.29545973959113875,0.839040856279971,0.020197994844542825,0.004085695531709945,0.642765400225421,0.9999665086458627,0.016308661960833238,4.735753030273631e-09,0.616291924530549,0.9999876174077317
0.6679637304791461,0.9998321739518286,0.9999862830554012,0.29869548207759045,0.8357963509320221,0.021301202274881005,0.0015742850533437107,0.6427478725749782,0.9999626657065045,0.016938714764354677,7.906392602654589e-09,0.6161883487044493,0.9999906092386609
0.5257179372566693,0.9998331830126483,0.9999842205682529,0.3143823721716423,0.8384820185777981,0.0197148906327004,0.001512677846330849,0.6424903724850193,0.9999725206884554,0.015735899663176713,2.598527602803357e-09,0.6160662565929739,0.9999921065843509
0.66942022273921,0.9998402553357825,0.9999861652397425,0.30553338193334995,0.8357089358200808,0.021291917067098737,0.0013778119629544868,0.6431493984142872,0.9999622974035431,0.01691818748942564,8.676650270032462e-10,0.6163879445477628,0.999989928517057
0.49800549354654566,0.9998398517668661,0.9999845575965502,0.31987995205137965,0.8421081366395332,0.019012277251754056,0.0013160241272143168,0.6419982221410625,0.9999958556047709,0.015847418235015474,6.928028450289312e-07,0.616568047822421,0.999990120598502
