E,Zc,d0,Wt,Wr,E0J,betaJ,tcJ,F0J,E0Tn,betaTn,tcTn,F0Tn
0.68932560,0.99987036,0.99995885,0.28922002,0.83919879,0.02012847,0.00536431,0.64249310,0.99993943,0.01635425,0.00000000,0.61617042,0.99995780
0.57716993,0.99986288,0.99995889,0.29462925,0.83850498,0.01973644,0.00363063,0.64135451,0.99993432,0.01590257,0.00000000,0.61556817,0.99995700
0.10498656,0.99980303,0.99994943,0.30925298,0.84581146,0.01089939,0.00013972,0.65504204,0.99992985,0.00862931,0.00000000,0.62271960,0.99995902
0.15321031,0.99981943,0.99994535,0.30633269,0.84642159,0.01214626,0.00045548,0.64579695,0.99992623,0.00965773,0.00000000,0.61796956,0.99995475
0.63463431,0.99984879,0.99995177,0.30840764,0.84161237,0.02109072,0.00099919,0.64211958,0.99992794,0.01678382,0.00000001,0.61589118,0.99995450
0.47598665,0.99983950,0.99994842,0.31893516,0.84332137,0.01885091,0.00018816,0.64275772,0.99995728,0.01577362,0.00000002,0.61723049,0.99995111
0.08006056,0.99976465,0.99994672,0.29965192,0.84630814,0.00946709,0.00000003,0.65273160,0.99989623,0.00752320,0.00000000,0.62169072,0.99992590
0.07482425,0.99977087,0.99994433,0.29112706,0.84454858,0.00918292,0.00001512,0.65623303,0.99992464,0.00728105,0.00000011,0.62342069,0.99995402
0.64018184,0.99982894,0.99994587,0.30054183,0.83951712,0.02074767,0.00006619,0.64074923,0.99992100,0.01643831,0.00000000,0.61519764,0.99994815
0.06299396,0.99973282,0.99993934,0.30117555,0.85393197,0.00604738,0.07523968,0.65800671,0.99992058,0.00611079,0.02083849,0.62585625,0.99995048
0.08899821,0.99974024,0.99994205,0.30627643,0.84656296,0.01018234,0.00002788,0.65622158,0.99992080,0.00807686,0.00000000,0.62338758,0.99994999
0.39077906,0.99980442,0.99995005,0.31046550,0.84286933,0.01788367,0.00089037,0.64434429,0.99992640,0.01427735,0.00000001,0.61712727,0.99994975
0.12968629,0.99976155,0.99993632,0.30818695,0.84668418,0.01202313,0.00009602,0.65348137,0.99991656,0.00953807,0.00000000,0.62189861,0.99994531
0.18198689,0.99975890,0.99993978,0.32262487,0.84275974,0.01395798,0.00026631,0.64935391,0.99990832,0.01108588,0.00000001,0.61976556,0.99993689
0.35965922,0.99978674,0.99995166,0.28814220,0.83809094,0.01723743,0.00126442,0.64372897,0.99992335,0.01376149,0.00000000,0.61680528,0.99994875
0.44445946,0.99978532,0.99994644,0.29596508,0.83932300,0.01867056,0.00178527,0.64546556,0.99993951,0.01525288,0.00000505,0.61800646,0.99994820
0.72735101,0.99978977,0.99994383,0.29490727,0.83723287,0.02166604,0.00082122,0.64280279,0.99991664,0.01722144,0.00000000,0.61624056,0.99994247
0.59503743,0.99978191,0.99993877,0.30970097,0.83640393,0.02093086,0.00314488,0.64277480,0.99991815,0.01683144,0.00000000,0.61630379,0.99994195
0.74479469,0.99977961,0.99994185,0.29145395,0.83567332,0.02113648,0.00041963,0.63872888,0.99991645,0.01678562,0.00000000,0.61417696,0.99994303
0.84385990,0.99977721,0.99994329,0.28151787,0.83726599,0.02055852,0.00131853,0.63684537,0.99991322,0.01640794,0.00000000,0.61323699,0.99993798
0.62965383,0.99976807,0.99993727,0.29825636,0.83987634,0.02062675,0.00289696,0.64570740,0.99991398,0.01654976,0.00000001,0.61772680,0.99993696
0.63632045,0.99976222,0.99993706,0.30180334,0.83438797,0.02002373,0.00000691,0.63672495,0.99991106,0.01587702,0.00000000,0.61318699,0.99993985
0.74564803,0.99975984,0.99993790,0.28325564,0.83790865,0.02059223,0.00523406,0.64280738,0.99991841,0.01670262,0.00000001,0.61629256,0.99993659
0.52269510,0.99974980,0.99993130,0.31263711,0.83974631,0.01998673,0.00103928,0.64342197,0.99991890,0.01590676,0.00000000,0.61649376,0.99993762
0.61574393,0.99974647,0.99993205,0.31096953,0.83660538,0.02158274,0.00058342,0.64299944,0.99990883,0.01712087,0.00000001,0.61634166,0.99993682
0.60624258,0.99974212,0.99993449,0.30167270,0.83858875,0.02080316,0.00147560,0.64397099,0.99991106,0.01658209,0.00000001,0.61681225,0.99993608
0.64005876,0.99973728,0.99993179,0.30143642,0.83749649,0.02179669,0.00049925,0.64492224,0.99990758,0.01729754,0.00000000,0.61728509,0.99993344
0.50310568,0.99972900,0.99992781,0.32081774,0.84021071,0.01884846,0.00149442,0.64277311,0.99994293,0.01598800,0.00000000,0.61733660,0.99993396
0.63720361,0.99972767,0.99993653,0.30190195,0.83964454,0.02051036,0.00029020,0.63846201,0.99991140,0.01628532,0.00000000,0.61403720,0.99993798
0.74568418,0.99972477,0.99993895,0.29073849,0.83705444,0.02117090,0.00328367,0.64153502,0.99991897,0.01701717,0.00000000,0.61560691,0.99993956
0.51829022,0.99971382,0.99992949,0.32014039,0.83790272,0.02136309,0.00231824,0.64716412,0.99989158,0.01599038,0.00000000,0.61718034,0.99993534
0.50750474,0.99970889,0.99993223,0.31276020,0.84055159,0.01993627,0.00142391,0.64132144,0.99990397,0.01543856,0.00000000,0.61511154,0.99993679
0.56103742,0.99970571,0.99993434,0.30008311,0.83906068,0.01813191,0.00209475,0.63932721,0.99995820,0.01596431,0.00006876,0.61633190,0.99993624
0.63454362,0.99970273,0.99993709,0.29161940,0.84240561,0.02056089,0.00059666,0.64539094,0.99991323,0.01632857,0.00000000,0.61750945,0.99993764
0.56544870,0.99969599,0.99993618,0.29870766,0.84143430,0.02039466,0.00088729,0.64586575,0.99990944,0.01618323,0.00000001,0.61778433,0.99993675
0.57235370,0.99969056,0.99993329,0.30970954,0.84169994,0.02025409,0.00323965,0.64136656,0.99991260,0.01630917,0.00000000,0.61560316,0.99993588
0.52567074,0.99968420,0.99993370,0.31284522,0.84382145,0.01922602,0.00070800,0.64234544,0.99994851,0.01640935,0.00000694,0.61728940,0.99993773
0.55064812,0.99967899,0.99993588,0.31136433,0.83647131,0.02012012,0.00018409,0.64098485,0.99992014,0.01592758,0.00000000,0.61521740,0.99994081
0.62277911,0.99967520,0.99993450,0.30604080,0.83626470,0.02126189,0.00000283,0.64340938,0.99990904,0.01682187,0.00000000,0.61653609,0.99993710
0.86422129,0.99967767,0.99993788,0.28109529,0.83771146,0.02095267,0.00106884,0.63613523,0.99991127,0.01670252,0.00000000,0.61286470,0.99993635
0.54530624,0.99967478,0.99993104,0.30658516,0.84183795,0.02016243,0.00342347,0.64340409,0.99992139,0.01628317,0.00000000,0.61660983,0.99993650
0.62786263,0.99967986,0.99993030,0.29899034,0.83620143,0.02125785,0.00006829,0.64282619,0.99990658,0.01683269,0.00000000,0.61624457,0.99993394
0.69746286,0.99968516,0.99993103,0.29977969,0.83758182,0.02181654,0.00027658,0.64193605,0.99990686,0.01730138,0.00000000,0.61580158,0.99993430
0.58789206,0.99968648,0.99992750,0.31049586,0.84055299,0.02157460,0.00115710,0.64376296,0.99990005,0.01714681,0.00000000,0.61673002,0.99992799
0.81694556,0.99969536,0.99993415,0.28905726,0.83919610,0.02135766,0.00101669,0.63649701,0.99990283,0.01681787,0.00000000,0.61296432,0.99993272
0.73830124,0.99969804,0.99993254,0.28330144,0.83951630,0.02065845,0.00114297,0.64142349,0.99990580,0.01644438,0.00000000,0.61553777,0.99993097
0.73661773,0.99970137,0.99993284,0.27910387,0.84030180,0.01963382,0.00167739,0.63940727,0.99990761,0.01565697,0.00000000,0.61448637,0.99993077
0.71071381,0.99970550,0.99993111,0.27975342,0.83911756,0.02012040,0.00194782,0.64107827,0.99991687,0.01625755,0.00000488,0.61553625,0.99993046
0.72029462,0.99970917,0.99992641,0.28572217,0.83941601,0.02108908,0.00073993,0.64173077,0.99990174,0.01676460,0.00000000,0.61569829,0.99992737
0.67235728,0.99971201,0.99992478,0.29382466,0.84034008,0.02085753,0.00126848,0.64330802,0.99989726,0.01656833,0.00000000,0.61646492,0.99992474
0.60119695,0.99971349,0.99992131,0.30529925,0.83784212,0.02140874,0.00009929,0.64476135,0.99989765,0.01694130,0.00000000,0.61720987,0.99992447
0.58311811,0.99971657,0.99992075,0.30179581,0.83499548,0.02016228,0.00260153,0.64224180,0.99990008,0.01616980,0.00000000,0.61601850,0.99992427
0.56214511,0.99972100,0.99991895,0.29784420,0.83864244,0.01945951,0.00155225,0.63886270,0.99989842,0.01554913,0.00000001,0.61429840,0.99992372
0.59496944,0.99972529,0.99991603,0.31182264,0.84146560,0.02114732,0.00023618,0.64427956,0.99989273,0.01674892,0.00000000,0.61695979,0.99991921
0.62565626,0.99972924,0.99991255,0.30324347,0.83417087,0.02131474,0.00030423,0.64301180,0.99989123,0.01689232,0.00000000,0.61633144,0.99991700
0.59717007,0.99973350,0.99991635,0.30272209,0.83953230,0.02023385,0.00184505,0.64098587,0.99989315,0.01618537,0.00000000,0.61537399,0.99991769
0.66233781,0.99973919,0.99991575,0.29586655,0.83852407,0.02098886,0.00486274,0.64209660,0.99989780,0.01701639,0.00000000,0.61596652,0.99991789
0.51861690,0.99973926,0.99991283,0.30948339,0.83955005,0.02117411,0.00279674,0.64643589,0.99988223,0.01589047,0.00000000,0.61679021,0.99991841
0.58697646,0.99974454,0.99991107,0.31154398,0.83917933,0.02116996,0.00470817,0.64452403,0.99989273,0.01713899,0.00000001,0.61720850,0.99991510
0.55199265,0.99974842,0.99990956,0.30764993,0.84441399,0.01910347,0.00070953,0.64255325,0.99992552,0.01634378,0.00000384,0.61743657,0.99991305
0.57349862,0.99975236,0.99990494,0.30354920,0.83718712,0.02061859,0.00000951,0.64590758,0.99988199,0.01630096,0.00000000,0.61779763,0.99990943
0.66862018,0.99975861,0.99990761,0.29352608,0.84025316,0.02090172,0.00190594,0.64307440,0.99987946,0.01663531,0.00000000,0.61634695,0.99990713
0.53130226,0.99975992,0.99990523,0.30374427,0.84218864,0.01767407,0.00332105,0.63938796,0.99992860,0.01558502,0.00000000,0.61634615,0.99991012
0.14100351,0.99970743,0.99990344,0.31495874,0.84417793,0.01305440,0.00010461,0.65483480,0.99988648,0.01035839,0.00000000,0.62256246,0.99991476
0.15220905,0.99971770,0.99990216,0.31547297,0.84373858,0.01274703,0.00074384,0.64857201,0.99987597,0.01007096,0.00000000,0.61934421,0.99990539
0.13404858,0.99971780,0.99990148,0.32033978,0.85250823,0.01313543,0.00117602,0.65698619,0.99987933,0.01048437,0.00000000,0.62371137,0.99990769
0.51343596,0.99977428,0.99990335,0.31352018,0.84168007,0.02006595,0.00160755,0.64374632,0.99989005,0.01603743,0.00000003,0.61667850,0.99990698
0.06307835,0.99968301,0.99989977,0.29828079,0.84121247,0.00811184,0.00558175,0.65874005,0.99988265,0.00659875,0.00000001,0.62494301,0.99991215
0.07782600,0.99973942,0.99991432,0.24665460,0.85419384,0.00757070,0.07176198,0.65945368,0.99988528,0.00771013,0.02063622,0.62695534,0.99991497
0.53473981,0.99978605,0.99989897,0.32033309,0.83844320,0.01986631,0.00041075,0.63883051,0.99988102,0.01576638,0.00000000,0.61419925,0.99990467
0.45168743,0.99978774,0.99990338,0.30756153,0.84353402,0.01915714,0.00053640,0.64257300,0.99986754,0.01503474,0.00000001,0.61603854,0.99990257
0.04476710,0.99969454,0.99989382,0.29108509,0.84821425,0.00639121,0.01638741,0.65928693,0.99987472,0.00547207,0.00000000,0.62572715,0.99990503
0.74050945,0.99980292,0.99990030,0.29416097,0.83762571,0.02124159,0.00278200,0.63922568,0.99987944,0.01704897,0.00000000,0.61443794,0.99990071
0.71407657,0.99980602,0.99989695,0.29525320,0.83569103,0.02101775,0.00259446,0.64026982,0.99987582,0.01684796,0.00000000,0.61497428,0.99989815
0.08630060,0.99975199,0.99989006,0.30700566,0.84873469,0.00947332,0.00071388,0.65388959,0.99986927,0.00755426,0.00000000,0.62227225,0.99989846
0.12963549,0.99975001,0.99989147,0.31702670,0.84619487,0.01260016,0.00003031,0.65404780,0.99987017,0.00999284,0.00000000,0.62219430,0.99989912
0.65114984,0.99981575,0.99989202,0.29890173,0.83549355,0.02086219,0.00003621,0.64078369,0.99986607,0.01652915,0.00000000,0.61523212,0.99989454
0.13184782,0.99978039,0.99988593,0.29858603,0.84178955,0.01172131,0.00001583,0.64707988,0.99986608,0.00931505,0.00000000,0.61868716,0.99989544
0.10294064,0.99977391,0.99988547,0.31199158,0.85044326,0.01095974,0.00014974,0.65616332,0.99986607,0.00868964,0.00000001,0.62328224,0.99989504
0.12982268,0.99978840,0.99988824,0.30946698,0.85011166,0.01176115,0.00017935,0.65003890,0.99986675,0.00933935,0.00000000,0.62013710,0.99989563
0.12640375,0.99977016,0.99988929,0.31514801,0.85098366,0.01227537,0.00000975,0.65585238,0.99986843,0.00972215,0.00000001,0.62306218,0.99989694
0.17956934,0.99980608,0.99988699,0.30167546,0.84964129,0.01324704,0.00000356,0.64772792,0.99986228,0.01050337,0.00000000,0.61889037,0.99989076
