Zc,E0Tn,betaTn
-7271.72624587,52000.12055166,0.01378377
-7330.38927863,30746.93487207,0.03794151
-7285.57987724,32617.30746959,0.05263731
-7288.11688211,44865.77562495,0.03306689
-7255.25110175,34909.23077570,0.05430416
-7240.66139031,38259.80408626,0.06317196
-7276.51659867,29952.54839482,0.08996805
-7232.09585718,34293.73638030,0.07357779
-7261.79089098,47023.43161923,0.02271434
-7241.28033903,34140.04907507,0.08007001
-7319.85385106,17212.98011345,0.11096705
-7263.84441499,43728.27463988,0.04001174
-7249.95946947,59194.06289420,0.00746052
-7293.98751473,46989.57216816,0.00010000
-7225.06263327,35090.40639175,0.07585934
-7224.03574821,65345.78995435,0.00010000
-7227.28042050,59755.87118735,0.01955451
-7332.74938673,41031.62230938,0.00010651
-7253.89554260,55377.16815043,0.00010010
-7233.66494022,58723.24036478,0.01789267
-7243.75929442,61462.41306900,0.00010000
-7234.04331100,64702.71192700,0.00024273
-7231.07088475,62387.04535166,0.00010000
-7280.02627061,26683.63975988,0.08182078
-7254.50402258,54288.18954939,0.00847953
-7267.11958009,21454.67588214,0.11441724
-7262.26881376,48355.44577191,0.01805612
-7222.40908124,32782.94527562,0.08070738
-7285.97529639,14818.66962684,0.13184704
-7281.34601962,30983.88525269,0.05858706
-7208.71069381,73880.49170487,0.00010019
-7292.48893225,33462.73044753,0.03476911
-7210.47071127,38136.91998437,0.08040697
-7236.56457086,61455.25327526,0.00655629
-7305.12153179,37611.59603442,0.00010000
-7240.15613792,48083.23394814,0.03896977
-7310.70444623,19183.42025010,0.10938402
-7251.81692529,38183.24196882,0.05889960
-7229.91055801,62881.75345239,0.01364416
-7251.90080694,30187.90660611,0.07651100
-7265.82277574,39597.57792331,0.04440046
-7225.49148040,45415.07847764,0.05030147
-7253.14890933,32867.99053839,0.07068505
-7231.34726492,33350.63093950,0.08455740
-7238.27935603,62369.88117834,0.00010000
-7257.64005764,32716.94671338,0.07369385
-7248.86426277,67189.64667720,0.00014067
-7251.09520561,35750.38450666,0.06352878
-7257.98429378,43389.99717978,0.03355044
-7366.52694877,29749.99727471,0.00028362
-7255.98240253,20685.26733169,0.11178541
-7240.77279141,56010.99463408,0.00010000
-7269.98603989,48998.82216212,0.00010019
-7241.05794933,35137.73810456,0.07266012
-7247.94859817,57932.53224135,0.00010000
-7284.94794390,53774.60556624,0.00489156
-7277.56403031,21072.42096029,0.10956768
-7241.20825201,39696.44804085,0.05469987
-7276.82251871,21484.51694270,0.11670920
-7265.72626641,31886.44299389,0.07252237
-7254.30581951,55607.33620175,0.02163125
-7275.68846659,39891.80345227,0.04880433
-7284.86230838,53437.62247613,0.00010000
-7260.52995707,43528.72083160,0.03992868
-7259.30135309,65874.82309430,0.00014800
-7263.77560933,40821.86598589,0.04506365
-7279.98148571,49401.42892604,0.01895941
-7312.69284618,46971.96817509,0.00010000
-7252.46476944,27540.97085643,0.10075913
-7286.85061315,54177.60972935,0.00010000
-7252.26303226,40126.43594547,0.05805642
-7305.28221252,50517.51122635,0.00175781
-7276.92106377,37382.11980533,0.05611848
-7259.69034558,27603.98770187,0.09999777
-7283.77481233,57833.51896269,0.00010000
-7279.15381710,55929.57793925,0.00011055
-7327.65753400,21248.34195563,0.08835526
-7356.88927313,38466.80810438,0.00010000
-7280.71557079,28437.21448766,0.07945853
-7261.07567149,31857.44373319,0.08034316
-7248.15702743,70392.15867881,0.00011523
-7282.86253835,50936.46518105,0.01974053
-7294.41138479,58334.07850059,0.00010001
-7267.09840888,29550.23804973,0.08943877
-7277.30948631,35034.75649895,0.06405542
-7289.12312607,26871.24727210,0.07954518
-7285.38990019,33415.62006301,0.06806967
-7270.01962290,48327.65870556,0.03643196
-7296.79441442,21894.03586134,0.11781383
-7335.46521078,47434.85604428,0.00010000
-7286.18264530,64084.08150522,0.00010001
-7272.85594160,52667.52869923,0.03635022
-7301.69222840,36159.46350821,0.06532439
-7274.32368039,54180.42154542,0.02871473
-7271.32294334,46480.34193179,0.05266712
-7358.62312151,38418.53239649,0.01283585
-7297.80375159,31533.15507181,0.07600423
-7282.81150513,37141.49172724,0.06102070
-7361.19936908,39278.87643420,0.00010000
-7287.15782871,19594.71461500,0.13077670
-7282.97438097,39367.88885987,0.06069998
-7271.47019589,35776.13311377,0.08634902
-7309.61631052,58614.53218036,0.00010000
-7288.28231310,23733.58395494,0.10873144
-7318.25419696,45668.30128081,0.00010499
-7306.34451446,35933.67341789,0.03872223
-7278.14400984,58059.97388366,0.00010000
-7302.56224817,33314.31992484,0.05488643
-7264.56506761,40884.64430934,0.06038959
-7264.24905307,56893.15781423,0.01844720
-7271.44091952,54453.24840645,0.00010281
-7266.21621211,41225.57688251,0.03813347
-7289.40014358,54007.46465877,0.00014060
-7262.35981710,57930.54395825,0.00516002
-7251.71541764,40877.08176566,0.05063436
-7312.22155794,49399.51974138,0.00026853
-7272.51639571,19935.74981673,0.12227149
-7290.42421514,13831.73543036,0.14921433
-7321.86851594,30967.39084278,0.04174324
-7261.91718849,57706.84026818,0.00016536
-7234.18372087,42723.10254847,0.05497890
-7260.54864710,52060.99695896,0.00565986
-7262.37609384,27292.32589330,0.08302182
-7220.58189112,73586.61974544,0.00010000
-7272.68222596,27173.12475827,0.07678518
-7231.10383473,59031.31350783,0.00010000
-7240.40487723,30740.85202893,0.07009368
-7239.44094768,29811.59822946,0.07903997
-7300.73684723,35630.67308447,0.00010000
-7222.73241911,62341.57219914,0.00010330
-7240.92677725,56075.21595642,0.00010331
-7237.97002564,53758.41081311,0.00010001
-7254.38927149,31515.15724639,0.05911677
-7236.04276776,50958.78737360,0.01561045
-7255.84899172,55795.38041925,0.00014506
-7212.28167262,19743.53936183,0.12775346
-7203.83632487,67149.81979424,0.00010000
-7280.29092470,46984.67971558,0.00012317
-7214.87237148,64638.86596602,0.00014987
-7245.48125148,31537.99441261,0.06452321
-7224.07560008,36701.75192552,0.06112479
-7240.04582275,42476.93082645,0.02965958
-7212.62968422,56866.81538918,0.02103281
-7213.57237326,53036.94038514,0.02635289
-7209.87542577,47653.21391959,0.04678799
-7228.97995304,45387.64439245,0.01990302
-7212.78131224,23409.22062050,0.11248296
-7219.10616100,58271.18782981,0.01768803
-7216.14077599,64055.29717141,0.00011245
-7230.29347019,31500.65056647,0.06829055
-7247.31183305,24000.88521949,0.09882278
-7205.87930958,36025.94490400,0.06973932
-7228.53972913,52538.48176283,0.00010000
-7181.57294847,66074.25245268,0.01635574
-7192.97487060,68277.81018857,0.00281594
-7220.96231984,57098.51966172,0.00029904
-7227.19878697,30599.23722459,0.07184343
-7210.48172296,49705.14405671,0.02484673
-7218.78535860,39781.47605566,0.04811885
-7223.46688638,36001.94368271,0.05767139
-7220.11173152,58485.79242788,0.00010000
-7224.45768982,27110.46293744,0.08624156
-7196.59735564,37920.95873120,0.06518062
-7190.35198645,26065.94744727,0.10914040
-7247.88696297,44926.23859817,0.00793027
-7219.61527670,58930.63376047,0.00191026
-7296.70646611,35070.33072616,0.00013270
-7210.90286246,31366.09530963,0.07375635
-7206.93195310,60105.81517521,0.00010000
-7245.00960239,14601.87199308,0.15456770
-7242.36638768,23122.29585177,0.10275865
-7192.78206373,59407.84496042,0.00010000
-7320.48873643,29330.04305922,0.00013710
-7216.96729878,31266.71910059,0.07717450
-7219.73217027,40845.72498307,0.04434436
-7199.12515025,49129.06895547,0.03288227
-7207.76660508,62124.90547213,0.00010145
-7208.87511579,46661.17562509,0.02275400
-7248.98324363,12576.99800796,0.15675787
-7236.52999270,20768.68483567,0.10425150
-7206.64469168,39137.23690558,0.05174489
-7241.53180916,24097.93033366,0.09524234
-7217.52312118,56584.00242687,0.00010000
-7220.21149814,55958.18864219,0.00010000
-7206.06979593,32697.49294163,0.08004575
-7214.37538189,57209.86177300,0.00010000
-7236.72699379,48640.07531450,0.01916797
-7296.36034570,34716.93353616,0.00679551
-7204.33960035,40334.60363155,0.06213165
-7203.85493551,76346.33694579,0.00010000
-7224.45716658,44475.55708972,0.02564046
-7291.55431521,41138.81509802,0.02057174
-7230.34001890,57656.66704569,0.00427260
-7209.68207680,63800.84531688,0.00010955
-7217.05520563,60820.58884326,0.00013346
-7209.92799322,55486.54221014,0.01326693
-7208.66633960,53960.57460513,0.02409102
-7209.91084436,42602.11020681,0.06493491
-7193.18178302,22753.46931456,0.13582397
-7230.79284240,45297.47294202,0.02081950
-7234.72060014,26057.49637460,0.08727006
-7275.85244315,47894.86315698,0.00010636
-7255.46690923,30120.67954112,0.06035075
-7228.44480813,29017.52961607,0.08843316
-7225.47147469,39405.92742710,0.05184167
-7236.84376562,45470.48484364,0.04337127
-7200.93933722,65202.41906894,0.00010002
-7218.31088802,62992.36979716,0.01164439
-7255.66228435,23902.58997565,0.09512992
-7247.57317767,56961.82584813,0.00959318
-7275.96663904,43294.21707396,0.00010000
-7218.23667837,62782.43483918,0.00739690
-7218.24101255,63053.36068062,0.00010000
-7231.61887453,64712.68585473,0.00010001
-7242.47982510,38589.33013389,0.05750222
-7241.54737303,63354.85559981,0.00010000
-7278.97833859,53267.23104134,0.00010090
-7259.77163644,57990.74422950,0.00010057
-7237.91736587,70076.10050072,0.00010001
-7254.15544419,59658.87201009,0.00010000
-7290.52249971,37998.19987947,0.02605685
-7266.43712093,23032.17494023,0.11897734
-7246.53758988,67481.88933975,0.00010390
-7259.08707035,49263.59074042,0.04798138
-7270.49058857,50107.09400207,0.00010004
-7295.08591504,48560.09690438,0.00010161
-7252.58366827,40434.25141882,0.06151179
-7301.60021481,19717.84347986,0.11415386
-7260.18213897,23292.05980666,0.10066597
-7280.02717272,43225.14866714,0.03311221
-7264.41029709,64505.85662504,0.00010000
-7257.48461789,52517.68479451,0.03237502
-7273.81128097,48835.12639634,0.02811714
-7266.82390521,55995.70144152,0.00010000
-7254.44965777,42990.24409477,0.03860537
-7250.04418304,47651.54989559,0.04175552
-7270.85685618,64330.30213062,0.00018735
-7248.79853995,26257.02170573,0.09647232
-7259.11026143,57931.03130158,0.00010001
-7255.89712254,41810.78884364,0.04267202
-7256.67669479,64066.39941719,0.00478296
-7236.99842548,33348.09392833,0.08820789
-7242.35761864,57201.30493294,0.00010000
-7252.26998598,31657.20574366,0.07465282
-7229.39859612,67457.42979529,0.00010000
-7294.40867502,48817.61951116,0.00010034
-7302.45344224,48060.42133578,0.00010000
-7228.78107074,67441.14503322,0.00804661
-7232.70799820,64491.22261857,0.00010000
-7279.09419298,18188.64537807,0.12012091
-7268.79828579,54123.39093580,0.00010000
-7272.57198220,54116.37053346,0.00020243
-7314.35618093,38941.99636723,0.00010000
-7222.89769471,64813.16784124,0.01301214
-7253.04239616,49586.18311254,0.03540708
-7248.00781611,51758.63543630,0.01353659
-7232.61126083,46853.03183522,0.03520383
-7247.31074775,31468.40784527,0.07041228
-7234.79658249,37661.14397481,0.05801581
-7260.55505051,52038.90958514,0.00010005
-7228.18153241,66098.50114405,0.00011836
-7236.63058265,23149.50168506,0.10802303
-7241.70215834,62452.77975382,0.00409822
-7231.94907455,65674.91918730,0.00010001
-7264.07539715,47891.12620623,0.00010001
-7250.35291076,47613.81989289,0.01795763
-7225.32580548,61488.09542895,0.00010103
-7215.68494461,66544.13996994,0.00010000
-7241.30218504,52959.02436750,0.01116398
-7228.63071652,60897.18361526,0.00010000
-7229.80764462,39320.28963312,0.04518818
-7227.53714958,63292.48080723,0.00010990
-7233.05679910,60682.99215080,0.00010659
-7227.98349419,67603.06347993,0.00011355
-7236.63564693,38218.12112257,0.04333383
-7247.48943047,44569.45755804,0.00010000
-7215.84518960,59167.29319047,0.00010003
-7217.36968930,58481.56013209,0.00361234
-7241.90396802,52324.41796111,0.00019390
-7215.42349029,42887.98934048,0.05561203
-7217.31633347,62766.68184813,0.00010000
-7226.97636274,56425.51943552,0.00010000
-7221.10139610,23805.95284856,0.10642882
-7230.76080208,59968.94110292,0.00010000
-7282.46218937,40394.10600963,0.00010000
-7219.42832096,26724.54120831,0.08725983
-7221.97142277,55241.03992152,0.00010008
-7205.62251639,69379.31470638,0.00011784
-7226.01807177,56860.05199955,0.00011362
-7210.57829471,53835.35557956,0.01241487
-7203.71088833,57429.68943110,0.00010000
-7215.12331055,60727.46101246,0.00010724
-7212.44959034,29718.33205944,0.08179507
-7197.22758175,60920.32019277,0.00010000
-7216.48303444,41723.42645395,0.03871566
-7225.53165978,53635.47716665,0.00011023
-7225.85384454,43080.04736523,0.03579396
-7230.65417543,60001.54230747,0.00131768
-7222.24298978,25953.15340737,0.10119674
-7214.78653491,57242.39943853,0.00010000
-7209.99183441,60897.69478762,0.00010001
-7212.73319031,60762.78810962,0.00015342
-7233.88185497,26602.91089885,0.08008529
-7215.90415403,32195.31068288,0.06137194
-7189.03899169,66281.45311628,0.00010000
-7211.46326769,66648.77058631,0.00010000
-7239.48396964,50628.27011324,0.00011871
-7216.84204878,53545.09975057,0.00010000
-7204.75459253,56036.02508949,0.02481446
-7195.79775591,30340.84518540,0.09725321
-7217.22646904,31685.27788642,0.06899983
-7227.06736398,27517.38622857,0.08029182
-7190.06407087,61056.73089332,0.00010000
-7216.28232530,63985.17297231,0.00022645
-7212.46796812,58780.76177750,0.00278896
-7217.27239308,41925.90101722,0.04165665
-7221.02954648,29406.58304819,0.09654755
-7201.37887234,40079.95442297,0.05868009
-7244.51870976,43491.80030486,0.02327059
-7221.34527032,62102.86257139,0.00010000
-7219.53835699,28965.45772818,0.08964864
-7213.34330614,49868.94236051,0.03405698
-7229.23087692,61534.16731135,0.00023502
-7228.21778790,26215.64313242,0.08835090
-7226.16072151,58183.25014270,0.00010000
-7220.68680890,58556.94115263,0.00014280
-7225.36056082,21217.93284677,0.12328621
-7228.27917534,61538.15523827,0.00016738
-7214.32695084,49105.60551635,0.03615672
-7236.70974184,59715.13461958,0.00017403
-7236.65773127,57173.23576318,0.00628227
-7242.62100527,32595.40568541,0.06310156
-7236.84349283,61906.84328998,0.00012452
-7258.81155009,50280.40166462,0.00010000
-7239.58185128,50874.95905202,0.01026682
-7227.53769437,61848.80080566,0.00010000
-7251.51041673,30976.17315789,0.06645103
-7252.27664945,59117.05045858,0.00010033
-7253.76108916,52804.97589499,0.00011109
-7247.13548169,55319.85581212,0.00010001
-7229.01004472,67108.83129125,0.00010189
-7266.67198450,45471.93424819,0.01621566
-7262.15361395,17346.86414968,0.12839757
-7272.61802293,52906.19083515,0.00010000
-7249.28680476,53078.01203056,0.01623991
-7247.72043410,52375.19607499,0.03202463
-7234.11222736,35770.04885948,0.07050569
-7248.46536101,44406.04663041,0.04014151
-7271.93632893,32176.78068090,0.05005934
-7254.77525932,63291.40519540,0.00806632
-7251.13370217,51048.10856336,0.02488550
-7255.99275943,29122.70433510,0.08805437
-7254.50613474,53549.88133393,0.01226545
-7254.51474235,51762.83542602,0.02027843
-7258.15241175,63701.23444426,0.00259881
-7241.11944432,57200.30178264,0.00010000
-7244.61407944,60600.55446471,0.00010000
-7255.86701383,60928.50748323,0.00011808
-7280.47308191,45877.32465055,0.00010000
-7242.52124444,70262.08275867,0.00020450
-7250.91443353,56137.00551941,0.00010000
-7244.36930662,62787.27532759,0.00010097
-7278.37953935,25102.16529650,0.09119718
-7309.78175453,27447.00339702,0.04820239
-7300.31627942,10997.74414927,0.16048667
-7320.82909178,38176.90045345,0.00010542
-7273.88771440,24153.08093120,0.08382755
-7305.12496685,40790.26529407,0.00849927
-7265.06510134,49983.77094298,0.00010000
-7244.14166675,52900.01688018,0.01969718
-7320.78010386,36120.60892398,0.00791827
-7300.63180677,45053.43533608,0.00012265
-7215.50047757,62544.94619279,0.00010000
-7289.10917191,33001.46974798,0.03130373
-7245.05371976,60505.51649113,0.00010562
-7246.86027786,55573.70732751,0.00010000
-7235.63190459,60459.00812950,0.00010000
-7278.25512044,30120.91538437,0.05809195
-7236.51767857,47821.10712379,0.02066448
-7224.25060829,56130.28811932,0.00010000
-7233.62541160,25868.36136371,0.08614382
-7229.22740520,21906.23895548,0.11905575
-7234.50132683,61205.11951320,0.00013461
-7218.36447908,57202.43675864,0.00010000
-7241.16883062,54563.97862523,0.00010000
-7282.48797037,42033.17226329,0.00015077
-7237.32190485,54585.43033644,0.00010001
-7248.39190974,13251.31771944,0.15623281
-7234.24789922,27621.91292878,0.08879000
-7256.95589525,42128.42549098,0.02136671
-7222.14900600,41935.31161455,0.04045575
-7230.66391210,35886.46961734,0.05269721
-7267.10341825,47772.31468402,0.00013613
-7240.79304353,27597.91381093,0.08080647
-7223.20934835,31453.14304299,0.07975251
-7226.52386255,42843.41617963,0.03505158
-7206.50891257,62848.70335747,0.00010000
-7197.63828635,65555.22181107,0.00010643
-7231.96220402,58191.21342006,0.00010043
-7224.75914914,49374.61447077,0.01311450
-7299.09103673,26783.61145753,0.03299213
-7299.71537896,8229.50387866,0.15948216
-7234.79754418,17513.87824290,0.11952740
-7219.72430003,38536.61583597,0.04781235
-7186.67226026,67506.19462709,0.00010000
-7225.15040949,31432.41603114,0.06487726
-7197.19207743,39948.02686137,0.05150472
-7267.17821597,21474.91297847,0.07411358
-7196.46597404,60620.83218831,0.00311456
-7185.25528384,64718.12341082,0.01327714
-7221.59866470,22614.12899715,0.09666530
-7193.05356071,56737.45892772,0.00011468
-7218.39384410,53784.90966337,0.00013551
-7195.98479840,58541.49386480,0.00010000
-7182.39679419,55892.61780870,0.00010000
-7202.46742756,29018.71541347,0.07316335
-7225.30032698,48241.60611269,0.00010000
-7193.20364129,56821.71055970,0.00607160
-7174.75771784,64492.63261102,0.00010000
-7221.17475042,45088.13511632,0.00960520
-7208.95474925,52643.88992905,0.00010000
-7183.53044028,68534.79280505,0.01208936
-7205.67233271,60686.20197290,0.00017880
-7215.49364052,37987.20017750,0.04474667
-7157.52908931,38614.74666851,0.06768599
-7205.76332457,40877.20786273,0.03268736
-7187.07289257,43586.04761184,0.04093320
-7209.84162627,54605.24502070,0.00010000
-7203.53700227,60097.07589370,0.00012508
-7220.31441406,57196.16268366,0.00010000
-7201.41669456,50903.63024823,0.00911157
-7207.87442165,47976.16725607,0.00010001
-7204.92945092,53116.02025615,0.01103648
-7179.94611658,67952.01701261,0.00417981
-7197.08369189,29845.06356921,0.07890694
-7278.03054815,39145.34874401,0.00016984
-7212.40413491,60972.89292618,0.00010080
-7210.87126895,34359.98728677,0.06571601
-7196.86715542,41231.47291327,0.05114562
-7211.52323835,44776.73939103,0.02825984
-7238.73402883,34160.21540075,0.04937438
-7249.96938151,35130.56811568,0.02599498
-7273.35417132,12658.72049783,0.14035494
-7209.71846363,36310.31747060,0.05914417
-7258.42082641,15990.61431572,0.11808322
-7253.02887095,48819.05296555,0.00069620
-7248.82403571,18951.51035490,0.10837408
-7249.22378701,22705.25295338,0.08773702
-7243.91728630,43619.14729441,0.00027131
-7244.24360495,48892.28782739,0.00593192
-7216.60909239,59902.96562758,0.00012052
-7234.50523157,47481.93527441,0.00149061
-7255.60506446,29617.17197079,0.05528004
-7225.36092006,51105.00449244,0.00010000
-7257.68179135,51615.00189445,0.00010894
-7251.50129149,24451.30513897,0.07960371
-7214.64480919,40594.18354381,0.00010000
-7237.20842432,42247.50339062,0.02211204
-7225.09927504,40801.90475969,0.03603452
-7206.29154226,66040.88939722,0.00017859
-7233.94520338,58969.31028256,0.00015467
-7200.88351308,63258.01198653,0.00010851
-7246.79938513,37920.44522208,0.03393643
-7334.82443095,12661.86830147,0.10449690
-7257.04476488,22886.48088365,0.07940632
-7232.99041564,53666.31527504,0.00010907
-7202.36534956,56968.51845421,0.00010000
-7204.53564273,33311.19434895,0.07858768
-7250.51004123,38477.65738832,0.03358980
-7315.15363275,38323.06671836,0.00010605
-7248.23123059,49571.87747702,0.00506477
-7242.01078882,50800.43913144,0.00012086
-7241.67387497,56466.93893941,0.00012585
-7268.26891584,33507.47630496,0.03978141
-7271.21212227,24279.73673464,0.08029855
-7273.92622182,22921.60696021,0.08350835
-7247.83754811,51593.33019907,0.00010000
-7275.46821835,36099.58380501,0.02924378
-7250.30805595,23122.39962177,0.09146539
-7249.23672045,27554.76313867,0.07902551
-7243.10059883,55776.82759362,0.00010006
-7249.66679311,48840.43321313,0.01718059
-7282.37392814,36475.11697516,0.00010000
-7269.63720787,46809.72623800,0.00010004
-7252.96244177,54537.11715220,0.00036937
-7276.94939138,46135.30527079,0.00010000
-7264.79329540,51346.87621830,0.01218942
-7269.95823236,31328.37439442,0.04316991
-7336.13218337,30351.80192487,0.00013082
-7301.88711725,23219.94235856,0.05783610
-7301.91371617,18276.38796293,0.07417025
-7304.83202679,27623.74087551,0.01275097
-7298.65755519,17934.84847245,0.07015919
-7340.05722124,2461.80501052,0.23485434
-7346.55804081,16719.57492387,0.00049869
-7310.11677884,20169.24497706,0.05356246
